,disasterNumber,state,declarationType,incidentType,declarationTitle,incidentBeginDate,incidentEndDate,disasterCloseoutDate,designatedArea
5498,3031,LA,EM,Snow,DROUGHT & FREEZING,1977-02-22T05:00:00.000Z,1977-02-22T05:00:00.000Z,1978-04-25T05:00:00.000Z,Morehouse (Parish)
5499,3031,LA,EM,Snow,DROUGHT & FREEZING,1977-02-22T05:00:00.000Z,1977-02-22T05:00:00.000Z,1978-04-25T05:00:00.000Z,Pointe Coupee (Parish)
5500,3031,LA,EM,Snow,DROUGHT & FREEZING,1977-02-22T05:00:00.000Z,1977-02-22T05:00:00.000Z,1978-04-25T05:00:00.000Z,St. Tammany (Parish)
5501,3031,LA,EM,Snow,DROUGHT & FREEZING,1977-02-22T05:00:00.000Z,1977-02-22T05:00:00.000Z,1978-04-25T05:00:00.000Z,Richland (Parish)
5502,3031,LA,EM,Snow,DROUGHT & FREEZING,1977-02-22T05:00:00.000Z,1977-02-22T05:00:00.000Z,1978-04-25T05:00:00.000Z,Natchitoches (Parish)
5503,3031,LA,EM,Snow,DROUGHT & FREEZING,1977-02-22T05:00:00.000Z,1977-02-22T05:00:00.000Z,1978-04-25T05:00:00.000Z,St. Helena (Parish)
5504,3031,LA,EM,Snow,DROUGHT & FREEZING,1977-02-22T05:00:00.000Z,1977-02-22T05:00:00.000Z,1978-04-25T05:00:00.000Z,Rapides (Parish)
5505,3031,LA,EM,Snow,DROUGHT & FREEZING,1977-02-22T05:00:00.000Z,1977-02-22T05:00:00.000Z,1978-04-25T05:00:00.000Z,Sabine (Parish)
5506,3031,LA,EM,Snow,DROUGHT & FREEZING,1977-02-22T05:00:00.000Z,1977-02-22T05:00:00.000Z,1978-04-25T05:00:00.000Z,Red River (Parish)
5507,3031,LA,EM,Snow,DROUGHT & FREEZING,1977-02-22T05:00:00.000Z,1977-02-22T05:00:00.000Z,1978-04-25T05:00:00.000Z,Tangipahoa (Parish)
5508,3031,LA,EM,Snow,DROUGHT & FREEZING,1977-02-22T05:00:00.000Z,1977-02-22T05:00:00.000Z,1978-04-25T05:00:00.000Z,Vernon (Parish)
5509,3031,LA,EM,Snow,DROUGHT & FREEZING,1977-02-22T05:00:00.000Z,1977-02-22T05:00:00.000Z,1978-04-25T05:00:00.000Z,Washington (Parish)
5510,3031,LA,EM,Snow,DROUGHT & FREEZING,1977-02-22T05:00:00.000Z,1977-02-22T05:00:00.000Z,1978-04-25T05:00:00.000Z,Vermilion (Parish)
5511,3031,LA,EM,Snow,DROUGHT & FREEZING,1977-02-22T05:00:00.000Z,1977-02-22T05:00:00.000Z,1978-04-25T05:00:00.000Z,Webster (Parish)
5512,3031,LA,EM,Snow,DROUGHT & FREEZING,1977-02-22T05:00:00.000Z,1977-02-22T05:00:00.000Z,1978-04-25T05:00:00.000Z,West Carroll (Parish)
5513,3031,LA,EM,Snow,DROUGHT & FREEZING,1977-02-22T05:00:00.000Z,1977-02-22T05:00:00.000Z,1978-04-25T05:00:00.000Z,Union (Parish)
5514,3031,LA,EM,Snow,DROUGHT & FREEZING,1977-02-22T05:00:00.000Z,1977-02-22T05:00:00.000Z,1978-04-25T05:00:00.000Z,West Feliciana (Parish)
5515,3066,NY,EM,Toxic Substances,"CHEMICAL WASTE, LOVE CANAL",1978-08-07T04:00:00.000Z,1978-08-07T04:00:00.000Z,2011-09-30T04:00:00.000Z,Rensselaer (County)
5516,3067,CA,EM,Fire,BRUSH FIRES,1978-10-29T04:00:00.000Z,1978-10-29T04:00:00.000Z,1986-05-27T04:00:00.000Z,Los Angeles (County)
5517,3078,CA,EM,Coastal Storm,"TORRENTIAL RAIN, HIGH TIDE & WINDS",1980-02-01T05:00:00.000Z,1980-02-01T05:00:00.000Z,1986-03-27T05:00:00.000Z,Contra Costa (County)
5518,3078,CA,EM,Coastal Storm,"TORRENTIAL RAIN, HIGH TIDE & WINDS",1980-02-01T05:00:00.000Z,1980-02-01T05:00:00.000Z,1986-03-27T05:00:00.000Z,Sacramento (County)
5519,3078,CA,EM,Coastal Storm,"TORRENTIAL RAIN, HIGH TIDE & WINDS",1980-02-01T05:00:00.000Z,1980-02-01T05:00:00.000Z,1986-03-27T05:00:00.000Z,San Joaquin (County)
5520,3080,NY,EM,Toxic Substances,"CHEMICAL WASTE, LOVE CANAL",1980-05-21T04:00:00.000Z,1980-05-21T04:00:00.000Z,2003-01-15T05:00:00.000Z,Niagara (County)
5521,3090,LA,EM,Tornado,SEVERE STORMS & TORNADOES,1984-05-15T04:00:00.000Z,1984-05-15T04:00:00.000Z,1988-08-03T04:00:00.000Z,Bienville (Parish)
5522,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Bronx (County)
5523,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Allegany (County)
5524,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Cayuga (County)
5525,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Cattaraugus (County)
5526,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Clinton (County)
5527,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Cortland (County)
5528,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Albany (County)
5529,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Columbia (County)
5530,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Broome (County)
5531,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Franklin (County)
5532,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Dutchess (County)
5533,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Fulton (County)
5534,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Chautauqua (County)
5535,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Chemung (County)
5536,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Delaware (County)
5537,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Herkimer (County)
5538,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Kings (County)
5539,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Lewis (County)
5540,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Erie (County)
5541,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Madison (County)
5542,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Essex (County)
5543,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Hamilton (County)
5544,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Genesee (County)
5545,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Livingston (County)
5546,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Chenango (County)
5547,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Greene (County)
5548,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Montgomery (County)
5549,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Jefferson (County)
5550,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Monroe (County)
5551,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Onondaga (County)
5552,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Niagara (County)
5553,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Oneida (County)
5554,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,New York (County)
5555,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Orleans (County)
5556,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Otsego (County)
5557,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Ontario (County)
5558,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Nassau (County)
5559,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Orange (County)
5560,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Richmond (County)
5561,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Rensselaer (County)
5562,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Oswego (County)
5563,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Putnam (County)
5564,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Queens (County)
5565,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,St. Lawrence (County)
5566,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Rockland (County)
5567,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Schenectady (County)
5568,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Schoharie (County)
5569,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Saratoga (County)
5570,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Ulster (County)
5571,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Suffolk (County)
5572,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Tompkins (County)
5573,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Sullivan (County)
5574,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Tioga (County)
5575,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Wayne (County)
5576,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Warren (County)
5577,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Schuyler (County)
5578,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Seneca (County)
5579,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Westchester (County)
5580,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Yates (County)
5581,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Wyoming (County)
5582,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Steuben (County)
5583,3107,NY,EM,Snow,SEVERE BLIZZARD,1993-03-13T05:00:00.000Z,1993-03-17T05:00:00.000Z,2002-12-27T05:00:00.000Z,Washington (County)
5584,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Anderson (County)
5585,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Bee (County)
5586,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Atascosa (County)
5587,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Baylor (County)
5588,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Austin (County)
5589,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Bandera (County)
5590,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Archer (County)
5591,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Borden (County)
5592,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Bastrop (County)
5593,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Bosque (County)
5594,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Brazos (County)
5595,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Burnet (County)
5596,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Burleson (County)
5597,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Caldwell (County)
5598,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Callahan (County)
5599,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Coleman (County)
5600,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Brown (County)
5601,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Coke (County)
5602,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Collin (County)
5603,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Clay (County)
5604,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Bexar (County)
5605,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Bell (County)
5606,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Blanco (County)
5607,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Cottle (County)
5608,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Comanche (County)
5609,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Comal (County)
5610,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Concho (County)
5611,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Colorado (County)
5612,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Dimmit (County)
5613,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Cooke (County)
5614,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Dallas (County)
5615,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Dawson (County)
5616,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Coryell (County)
5617,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Dickens (County)
5618,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Crosby (County)
5619,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,DeWitt (County)
5620,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Crockett (County)
5621,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Ellis (County)
5622,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Duval (County)
5623,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Denton (County)
5624,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Eastland (County)
5625,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Fisher (County)
5626,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Edwards (County)
5627,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Floyd (County)
5628,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Falls (County)
5629,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Fayette (County)
5630,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Erath (County)
5631,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Freestone (County)
5632,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Foard (County)
5633,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Gillespie (County)
5634,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Frio (County)
5635,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Garza (County)
5636,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Gonzales (County)
5637,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Grayson (County)
5638,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Glasscock (County)
5639,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Goliad (County)
5640,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Guadalupe (County)
5641,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Hays (County)
5642,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Henderson (County)
5643,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Haskell (County)
5644,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Hamilton (County)
5645,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Jack (County)
5646,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Jackson (County)
5647,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Johnson (County)
5648,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Hardeman (County)
5649,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Grimes (County)
5650,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Irion (County)
5651,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Howard (County)
5652,3113,TX,EM,Drought,EXTREME FIRE HAZARD,1993-08-30T04:00:00.000Z,1993-11-15T05:00:00.000Z,1994-06-30T04:00:00.000Z,Jones (County)
